receipt_number,word,POS,tag,
20_161,Designed,VBN,EXTRA,
20_161,by,IN,EXTRA,
20_161,NVM,NNP,EXTRA,
20_161,SOLUTIONS,NNP,EXTRA,
20_161,776843023,CD,EXTRA,
20_161,",",",",EXTRA,
20_161,113159693,CD,EXTRA,
3_1,Mega,NNP,SHOP_NAME,
3_1,Mall,NNP,SHOP_NAME,
3_1,Super,NNP,SHOP_NAME,
3_1,Market,NNP,SHOP_NAME,
3_1,114,CD,SHOP_ADDRESS,
3_1,",",",",SHOP_ADDRESS,
3_1,Navalar,NNP,SHOP_ADDRESS,
3_1,Road,NNP,SHOP_ADDRESS,
3_1,",",",",SHOP_ADDRESS,
3_1,Jaffna,NNP,SHOP_ADDRESS,
3_1,TEL,NNP,TELEPHONE_NUMBER,
3_1,:021,VBD,TELEPHONE_NUMBER,
3_1,222,CD,TELEPHONE_NUMBER,
3_1,4343,CD,TELEPHONE_NUMBER,
3_1,"March,23,2019,11:55",NNP,TIME,
3_1,Ref,NNP,INVOICE_NUMBER,
3_1,278544,CD,INVOICE_NUMBER,
3_1,User,NNP,USER,
3_1,sivaa,JJ,USER,
3_1,ice,NN,PRODUCT_NAME,
3_1,cream:elephant,JJ,PRODUCT_NAME,
3_1,necto,JJ,PRODUCT_NAME,
3_1,IC00131,NNP,BATCH_CODE,
3_1,:,:,EXTRA,
3_1,4,CD,QTY,
3_1,x,$,EXTRA,
3_1,10,CD,UNIT_PRICE,
3_1,=,JJ,EXTRA,
3_1,40,CD,AMOUNT,
3_1,sunsilk:shampoo:6.5ml,JJ,PRODUCT_NAME,
3_1,PC01064,NNP,BATCH_CODE,
3_1,:,:,EXTRA,
3_1,3,CD,QTY,
3_1,x,$,EXTRA,
3_1,8,CD,UNIT_PRICE,
3_1,=,NNP,EXTRA,
3_1,24,CD,AMOUNT,
3_1,No,NNP,TOTAL_ITEMS,
3_1,of,IN,TOTAL_ITEMS,
3_1,item,NN,TOTAL_ITEMS,
3_1,:,:,TOTAL_ITEMS,
3_1,2,CD,TOTAL_ITEMS,
3_1,Total,NN,TOTAL,
3_1,:,:,TOTAL,
3_1,RS,JJ,TOTAL,
3_1,64,CD,TOTAL,
3_1,PAID,VBN,CASH,
3_1,By,IN,CASH,
3_1,CASH,NNP,CASH,
3_1,:,:,CASH,
3_1,RS,JJ,CASH,
3_1,100,CD,CASH,
3_1,Change,NN,BALANCE,
3_1,:,:,BALANCE,
3_1,RS,JJ,BALANCE,
3_1,36,CD,BALANCE,
3_1,Thank,NNP,EXTRA,
3_1,You,PRP,EXTRA,
3_1,For,IN,EXTRA,
3_1,Shopping,VBG,EXTRA,
3_1,Notice,NNP,EXTRA,
3_1,Any,NNP,EXTRA,
3_1,Discrepancy,NNP,EXTRA,
3_1,",",",",EXTRA,
3_1,return,VBP,EXTRA,
3_1,the,DT,EXTRA,
3_1,ittem,NN,EXTRA,
3_1,(,(,EXTRA,
3_1,exchangeable*,NN,EXTRA,
3_1,),),EXTRA,
3_1,&,CC,EXTRA,
3_1,bill,NN,EXTRA,
3_1,within,IN,EXTRA,
3_1,7day,CD,EXTRA,
3_1,s,NNS,EXTRA,
3_1,Designed,VBN,EXTRA,
3_1,by,IN,EXTRA,
3_1,NVM,NNP,EXTRA,
3_1,SOLUTIONS,NNP,EXTRA,
3_1,776843023,CD,EXTRA,
3_1,",",",",EXTRA,
3_1,113159693,CD,EXTRA,
3_23,Mega,NNP,SHOP_NAME,
3_23,Mall,NNP,SHOP_NAME,
3_23,Super,NNP,SHOP_NAME,
3_23,Market,NNP,SHOP_NAME,
3_23,114,CD,SHOP_ADDRESS,
3_23,",",",",SHOP_ADDRESS,
3_23,Navalar,NNP,SHOP_ADDRESS,
3_23,Road,NNP,SHOP_ADDRESS,
3_23,",",",",SHOP_ADDRESS,
3_23,Jaffna,NNP,SHOP_ADDRESS,
3_23,TEL,NNP,TELEPHONE_NUMBER,
3_23,:021,VBD,TELEPHONE_NUMBER,
3_23,222,CD,TELEPHONE_NUMBER,
3_23,4343,CD,TELEPHONE_NUMBER,
3_23,"March,21,2019,14:23",NNP,TIME,
3_23,Ref,NNP,INVOICE_NUMBER,
3_23,278016,CD,INVOICE_NUMBER,
3_23,User,NNP,USER,
3_23,sivaa,VBD,USER,
3_23,kist:mangonectar:200ml,JJ,PRODUCT_NAME,
3_23,BV00226,NNP,BATCH_CODE,
3_23,:,:,EXTRA,
3_23,1,CD,QTY,
3_23,x,$,EXTRA,
3_23,60,CD,UNIT_PRICE,
3_23,=,NNP,EXTRA,
3_23,60,CD,AMOUNT,
3_23,No,NNP,TOTAL_ITEMS,
3_23,of,IN,TOTAL_ITEMS,
3_23,item,NN,TOTAL_ITEMS,
3_23,:,:,TOTAL_ITEMS,
3_23,1,CD,TOTAL_ITEMS,
3_23,Total,NN,TOTAL,
3_23,:,:,TOTAL,
3_23,RS,JJ,TOTAL,
3_23,60,CD,TOTAL,
3_23,PAID,VBN,CASH,
3_23,By,IN,CASH,
3_23,CASH,NNP,CASH,
3_23,:,:,CASH,
3_23,RS,JJ,CASH,
3_23,100,CD,CASH,
3_23,Change,NN,BALANCE,
3_23,:,:,BALANCE,
3_23,RS,JJ,BALANCE,
3_23,40,CD,BALANCE,
3_23,Thank,NNP,EXTRA,
3_23,You,PRP,EXTRA,
3_23,For,IN,EXTRA,
3_23,Shopping,VBG,EXTRA,
3_23,Notice,NNP,EXTRA,
3_23,Any,NNP,EXTRA,
3_23,Discrepancy,NNP,EXTRA,
3_23,",",",",EXTRA,
3_23,return,VBP,EXTRA,
3_23,the,DT,EXTRA,
3_23,ittem,NN,EXTRA,
3_23,(,(,EXTRA,
3_23,exchangeable*,NN,EXTRA,
3_23,),),EXTRA,
3_23,&,CC,EXTRA,
3_23,bill,NN,EXTRA,
3_23,within,IN,EXTRA,
3_23,7day,CD,EXTRA,
3_23,s,NNS,EXTRA,
3_23,Designed,VBN,EXTRA,
3_23,by,IN,EXTRA,
3_23,NVM,NNP,EXTRA,
3_23,SOLUTIONS,NNP,EXTRA,
3_23,776843023,CD,EXTRA,
3_23,",",",",EXTRA,
3_23,113159693,CD,EXTRA,
26_46,Mega,NNP,SHOP_NAME,
26_46,Mall,NNP,SHOP_NAME,
26_46,Super,NNP,SHOP_NAME,
26_46,Market,NNP,SHOP_NAME,
26_46,114,CD,SHOP_ADDRESS,
26_46,",",",",SHOP_ADDRESS,
26_46,Navalar,NNP,SHOP_ADDRESS,
26_46,Road,NNP,SHOP_ADDRESS,
26_46,",",",",SHOP_ADDRESS,
26_46,Jaffna,NNP,SHOP_ADDRESS,
26_46,TEL,NNP,TELEPHONE_NUMBER,
26_46,:021,VBD,TELEPHONE_NUMBER,
26_46,222,CD,TELEPHONE_NUMBER,
26_46,4343,CD,TELEPHONE_NUMBER,
26_46,"March,30,2019,20:53",NNP,TIME,
26_46,Ref,NNP,INVOICE_NUMBER,
26_46,280893,CD,INVOICE_NUMBER,
26_46,User,NNP,USER,
26_46,sivaa,VBD,USER,
26_46,egg:white:1pcs,JJ,PRODUCT_NAME,
26_46,GY00075,NNP,BATCH_CODE,
26_46,:,:,EXTRA,
26_46,20,CD,QTY,
26_46,x,$,EXTRA,
26_46,20,CD,UNIT_PRICE,
26_46,=,NNP,EXTRA,
26_46,400,CD,AMOUNT,
26_46,No,NNP,TOTAL_ITEMS,
26_46,of,IN,TOTAL_ITEMS,
26_46,item,NN,TOTAL_ITEMS,
26_46,:,:,TOTAL_ITEMS,
26_46,1,CD,TOTAL_ITEMS,
26_46,Total,NN,TOTAL,
26_46,:,:,TOTAL,
26_46,RS,JJ,TOTAL,
26_46,400,CD,TOTAL,
26_46,PAID,VBN,CASH,
26_46,By,IN,CASH,
26_46,CASH,NNP,CASH,
26_46,:,:,CASH,
26_46,RS,JJ,CASH,
26_46,1000,CD,CASH,
26_46,Change,NN,BALANCE,
26_46,:,:,BALANCE,
26_46,RS,JJ,BALANCE,
26_46,600,CD,BALANCE,
26_46,Thank,NNP,EXTRA,
26_46,You,PRP,EXTRA,
26_46,For,IN,EXTRA,
26_46,Shopping,VBG,EXTRA,
26_46,Notice,NNP,EXTRA,
26_46,Any,NNP,EXTRA,
26_46,Discrepancy,NNP,EXTRA,
26_46,",",",",EXTRA,
26_46,return,VBP,EXTRA,
26_46,the,DT,EXTRA,
26_46,ittem,NN,EXTRA,
26_46,(,(,EXTRA,
26_46,exchangeable*,NN,EXTRA,
26_46,),),EXTRA,
26_46,&,CC,EXTRA,
26_46,bill,NN,EXTRA,
26_46,within,IN,EXTRA,
26_46,7day,CD,EXTRA,
26_46,s,NNS,EXTRA,
26_46,Designed,VBN,EXTRA,
26_46,by,IN,EXTRA,
26_46,NVM,NNP,EXTRA,
26_46,SOLUTIONS,NNP,EXTRA,
26_46,776843023,CD,EXTRA,
26_46,",",",",EXTRA,
26_46,113159693,CD,EXTRA,
20_200,Mega,NNP,SHOP_NAME,
20_200,Mall,NNP,SHOP_NAME,
20_200,Super,NNP,SHOP_NAME,
20_200,Market,NNP,SHOP_NAME,
20_200,114,CD,SHOP_ADDRESS,
20_200,",",",",SHOP_ADDRESS,
20_200,Navalar,NNP,SHOP_ADDRESS,
20_200,Road,NNP,SHOP_ADDRESS,
20_200,",",",",SHOP_ADDRESS,
20_200,Jaffna,NNP,SHOP_ADDRESS,
20_200,TEL,NNP,TELEPHONE_NUMBER,
20_200,:021,VBD,TELEPHONE_NUMBER,
20_200,222,CD,TELEPHONE_NUMBER,
20_200,4343,CD,TELEPHONE_NUMBER,
20_200,"April,04,2019,19:19",NNP,TIME,
20_200,Ref,NNP,INVOICE_NUMBER,
20_200,282000,CD,INVOICE_NUMBER,
20_200,User,NNP,USER,
20_200,sivaa,JJ,USER,
20_200,ritzbury,NN,PRODUCT_NAME,
20_200,:,:,PRODUCT_NAME,
20_200,choco:,JJ,PRODUCT_NAME,
20_200,la,NN,PRODUCT_NAME,
20_200,:,:,PRODUCT_NAME,
20_200,milk,NN,PRODUCT_NAME,
20_200,choco:100g,JJ,PRODUCT_NAME,
20_200,CS00126,NNP,BATCH_CODE,
20_200,:,:,EXTRA,
20_200,1,CD,QTY,
20_200,x,$,EXTRA,
20_200,100,CD,UNIT_PRICE,
20_200,=,NNP,EXTRA,
20_200,100,CD,AMOUNT,
20_200,No,NNP,TOTAL_ITEMS,
20_200,of,IN,TOTAL_ITEMS,
20_200,item,NN,TOTAL_ITEMS,
20_200,:,:,TOTAL_ITEMS,
20_200,1,CD,TOTAL_ITEMS,
20_200,Total,NN,TOTAL,
20_200,:,:,TOTAL,
20_200,RS,JJ,TOTAL,
20_200,100,CD,TOTAL,
20_200,PAID,VBN,CASH,
20_200,By,IN,CASH,
20_200,CASH,NNP,CASH,
20_200,:,:,CASH,
20_200,RS,JJ,CASH,
20_200,100,CD,CASH,
20_200,Change,NN,BALANCE,
20_200,:,:,BALANCE,
20_200,RS,JJ,BALANCE,
20_200,0,CD,BALANCE,
20_200,Thank,NNP,EXTRA,
20_200,You,PRP,EXTRA,
20_200,For,IN,EXTRA,
20_200,Shopping,VBG,EXTRA,
20_200,Notice,NNP,EXTRA,
20_200,Any,NNP,EXTRA,
20_200,Discrepancy,NNP,EXTRA,
20_200,",",",",EXTRA,
20_200,return,VBP,EXTRA,
20_200,the,DT,EXTRA,
20_200,ittem,NN,EXTRA,
20_200,(,(,EXTRA,
20_200,exchangeable*,NN,EXTRA,
20_200,),),EXTRA,
20_200,&,CC,EXTRA,
20_200,bill,NN,EXTRA,
20_200,within,IN,EXTRA,
20_200,7day,CD,EXTRA,
20_200,s,NNS,EXTRA,
20_200,Designed,VBN,EXTRA,
20_200,by,IN,EXTRA,
20_200,NVM,NNP,EXTRA,
20_200,SOLUTIONS,NNP,EXTRA,
20_200,776843023,CD,EXTRA,
20_200,",",",",EXTRA,
20_200,113159693,CD,EXTRA,
20_190,Mega,NNP,SHOP_NAME,
20_190,Mall,NNP,SHOP_NAME,
20_190,Super,NNP,SHOP_NAME,
20_190,Market,NNP,SHOP_NAME,
20_190,114,CD,SHOP_ADDRESS,
20_190,",",",",SHOP_ADDRESS,
20_190,Navalar,NNP,SHOP_ADDRESS,
20_190,Road,NNP,SHOP_ADDRESS,
20_190,",",",",SHOP_ADDRESS,
20_190,Jaffna,NNP,SHOP_ADDRESS,
20_190,TEL,NNP,TELEPHONE_NUMBER,
20_190,:021,VBD,TELEPHONE_NUMBER,
20_190,222,CD,TELEPHONE_NUMBER,
20_190,4343,CD,TELEPHONE_NUMBER,
20_190,"April,01,2019,20:02",NNP,TIME,
20_190,Ref,NNP,INVOICE_NUMBER,
20_190,281460,CD,INVOICE_NUMBER,
20_190,User,NNP,USER,
20_190,sivaa,JJ,USER,
20_190,goldleaf,NN,PRODUCT_NAME,
20_190,cigarette:1pcs,JJ,PRODUCT_NAME,
20_190,GY00060,NNP,BATCH_CODE,
20_190,:,:,EXTRA,
20_190,3,CD,QTY,
20_190,x,$,EXTRA,
20_190,70,CD,UNIT_PRICE,
20_190,=,NNP,EXTRA,
20_190,210,CD,AMOUNT,
20_190,No,NNP,TOTAL_ITEMS,
20_190,of,IN,TOTAL_ITEMS,
20_190,item,NN,TOTAL_ITEMS,
20_190,:,:,TOTAL_ITEMS,
20_190,1,CD,TOTAL_ITEMS,
20_190,Total,NN,TOTAL,
20_190,:,:,TOTAL,
20_190,RS,JJ,TOTAL,
20_190,210,CD,TOTAL,
20_190,PAID,VBN,CASH,
20_190,By,IN,CASH,
20_190,CASH,NNP,CASH,
20_190,:,:,CASH,
20_190,RS,JJ,CASH,
20_190,210,CD,CASH,
20_190,Change,NN,BALANCE,
20_190,:,:,BALANCE,
20_190,RS,JJ,BALANCE,
20_190,0,CD,BALANCE,
20_190,Thank,NNP,EXTRA,
20_190,You,PRP,EXTRA,
20_190,For,IN,EXTRA,
20_190,Shopping,VBG,EXTRA,
20_190,Notice,NNP,EXTRA,
20_190,Any,NNP,EXTRA,
20_190,Discrepancy,NNP,EXTRA,
20_190,",",",",EXTRA,
20_190,return,VBP,EXTRA,
20_190,the,DT,EXTRA,
20_190,ittem,NN,EXTRA,
20_190,(,(,EXTRA,
20_190,exchangeable*,NN,EXTRA,
20_190,),),EXTRA,
20_190,&,CC,EXTRA,
20_190,bill,NN,EXTRA,
20_190,within,IN,EXTRA,
20_190,7day,CD,EXTRA,
20_190,s,NNS,EXTRA,
20_190,Designed,VBN,EXTRA,
20_190,by,IN,EXTRA,
20_190,NVM,NNP,EXTRA,
20_190,SOLUTIONS,NNP,EXTRA,
20_190,776843023,CD,EXTRA,
20_190,",",",",EXTRA,
20_190,113159693,CD,EXTRA,
3_14,Mega,NNP,SHOP_NAME,
3_14,Mall,NNP,SHOP_NAME,
3_14,Super,NNP,SHOP_NAME,
3_14,Market,NNP,SHOP_NAME,
3_14,114,CD,SHOP_ADDRESS,
3_14,",",",",SHOP_ADDRESS,
3_14,Navalar,NNP,SHOP_ADDRESS,
3_14,Road,NNP,SHOP_ADDRESS,
3_14,",",",",SHOP_ADDRESS,
3_14,Jaffna,NNP,SHOP_ADDRESS,
3_14,TEL,NNP,TELEPHONE_NUMBER,
3_14,:021,VBD,TELEPHONE_NUMBER,
3_14,222,CD,TELEPHONE_NUMBER,
3_14,4343,CD,TELEPHONE_NUMBER,
3_14,"March,20,2019,19:00",NNP,TIME,
3_14,Ref,NNP,INVOICE_NUMBER,
3_14,277827,CD,INVOICE_NUMBER,
3_14,User,NNP,USER,
3_14,sivaa,NN,USER,
3_14,dialog,NN,PRODUCT_NAME,
3_14,card:99/=,JJ,PRODUCT_NAME,
3_14,RD00005,NNP,BATCH_CODE,
3_14,:,:,EXTRA,
3_14,1,CD,QTY,
3_14,x,$,EXTRA,
3_14,99,CD,UNIT_PRICE,
3_14,=,JJ,EXTRA,
3_14,99,CD,AMOUNT,
3_14,maliban:nice,JJ,PRODUCT_NAME,
3_14,buscuit:100g,JJ,PRODUCT_NAME,
3_14,BS00151,NNP,BATCH_CODE,
3_14,:,:,EXTRA,
3_14,1,CD,QTY,
3_14,x,$,EXTRA,
3_14,50,CD,UNIT_PRICE,
3_14,=,NNP,EXTRA,
3_14,50,CD,AMOUNT,
3_14,No,NNP,TOTAL_ITEMS,
3_14,of,IN,TOTAL_ITEMS,
3_14,item,NN,TOTAL_ITEMS,
3_14,:,:,TOTAL_ITEMS,
3_14,2,CD,TOTAL_ITEMS,
3_14,Total,NN,TOTAL,
3_14,:,:,TOTAL,
3_14,RS,JJ,TOTAL,
3_14,149,CD,TOTAL,
3_14,PAID,VBN,CASH,
3_14,By,IN,CASH,
3_14,CASH,NNP,CASH,
3_14,:,:,CASH,
3_14,RS,JJ,CASH,
3_14,500,CD,CASH,
3_14,Change,NN,BALANCE,
3_14,:,:,BALANCE,
3_14,RS,JJ,BALANCE,
3_14,351,CD,BALANCE,
3_14,Thank,NNP,EXTRA,
3_14,You,PRP,EXTRA,
3_14,For,IN,EXTRA,
3_14,Shopping,VBG,EXTRA,
3_14,Notice,NNP,EXTRA,
3_14,Any,NNP,EXTRA,
3_14,Discrepancy,NNP,EXTRA,
3_14,",",",",EXTRA,
3_14,return,VBP,EXTRA,
3_14,the,DT,EXTRA,
3_14,ittem,NN,EXTRA,
3_14,(,(,EXTRA,
3_14,exchangeable*,NN,EXTRA,
3_14,),),EXTRA,
3_14,&,CC,EXTRA,
3_14,bill,NN,EXTRA,
3_14,within,IN,EXTRA,
3_14,7day,CD,EXTRA,
3_14,s,NNS,EXTRA,
3_14,Designed,VBN,EXTRA,
3_14,by,IN,EXTRA,
3_14,NVM,NNP,EXTRA,
3_14,SOLUTIONS,NNP,EXTRA,
3_14,776843023,CD,EXTRA,
3_14,",",",",EXTRA,
3_14,113159693,CD,EXTRA,
20_193,Mega,NNP,SHOP_NAME,
20_193,Mall,NNP,SHOP_NAME,
20_193,Super,NNP,SHOP_NAME,
20_193,Market,NNP,SHOP_NAME,
20_193,114,CD,SHOP_ADDRESS,
20_193,",",",",SHOP_ADDRESS,
20_193,Navalar,NNP,SHOP_ADDRESS,
20_193,Road,NNP,SHOP_ADDRESS,
20_193,",",",",SHOP_ADDRESS,
20_193,Jaffna,NNP,SHOP_ADDRESS,
20_193,TEL,NNP,TELEPHONE_NUMBER,
20_193,:021,VBD,TELEPHONE_NUMBER,
20_193,222,CD,TELEPHONE_NUMBER,
20_193,4343,CD,TELEPHONE_NUMBER,
20_193,"April,04,2019,08:47",NNP,TIME,
20_193,Ref,NNP,INVOICE_NUMBER,
20_193,282061,CD,INVOICE_NUMBER,
20_193,User,NNP,USER,
20_193,sivaa,VBD,USER,
20_193,matches:soorya,JJ,PRODUCT_NAME,
20_193,1pcs,CD,PRODUCT_NAME,
20_193,ti00197d,NN,BATCH_CODE,
20_193,:,:,EXTRA,
20_193,2,CD,QTY,
20_193,x,$,EXTRA,
20_193,8,CD,UNIT_PRICE,
20_193,=,NNP,EXTRA,
20_193,16,CD,AMOUNT,
20_193,No,NNP,TOTAL_ITEMS,
20_193,of,IN,TOTAL_ITEMS,
20_193,item,NN,TOTAL_ITEMS,
20_193,:,:,TOTAL_ITEMS,
20_193,1,CD,TOTAL_ITEMS,
20_193,Total,NN,TOTAL,
20_193,:,:,TOTAL,
20_193,RS,JJ,TOTAL,
20_193,16,CD,TOTAL,
20_193,PAID,VBN,CASH,
20_193,By,IN,CASH,
20_193,CASH,NNP,CASH,
20_193,:,:,CASH,
20_193,RS,JJ,CASH,
20_193,20,CD,CASH,
20_193,Change,NN,BALANCE,
20_193,:,:,BALANCE,
20_193,RS,JJ,BALANCE,
20_193,4,CD,BALANCE,
20_193,Thank,NNP,EXTRA,
20_193,You,PRP,EXTRA,
20_193,For,IN,EXTRA,
20_193,Shopping,VBG,EXTRA,
20_193,Notice,NNP,EXTRA,
20_193,Any,NNP,EXTRA,
20_193,Discrepancy,NNP,EXTRA,
20_193,",",",",EXTRA,
20_193,return,VBP,EXTRA,
20_193,the,DT,EXTRA,
20_193,ittem,NN,EXTRA,
20_193,(,(,EXTRA,
20_193,exchangeable*,NN,EXTRA,
20_193,),),EXTRA,
20_193,&,CC,EXTRA,
20_193,bill,NN,EXTRA,
20_193,within,IN,EXTRA,
20_193,7day,CD,EXTRA,
20_193,s,NNS,EXTRA,
20_193,Designed,VBN,EXTRA,
20_193,by,IN,EXTRA,
20_193,NVM,NNP,EXTRA,
20_193,SOLUTIONS,NNP,EXTRA,
20_193,776843023,CD,EXTRA,
20_193,",",",",EXTRA,
20_193,113159693,CD,EXTRA,
20_189,Mega,NNP,SHOP_NAME,
20_189,Mall,NNP,SHOP_NAME,
20_189,Super,NNP,SHOP_NAME,
20_189,Market,NNP,SHOP_NAME,
20_189,114,CD,SHOP_ADDRESS,
20_189,",",",",SHOP_ADDRESS,
20_189,Navalar,NNP,SHOP_ADDRESS,
20_189,Road,NNP,SHOP_ADDRESS,
20_189,",",",",SHOP_ADDRESS,
20_189,Jaffna,NNP,SHOP_ADDRESS,
20_189,TEL,NNP,TELEPHONE_NUMBER,
20_189,:021,VBD,TELEPHONE_NUMBER,
20_189,222,CD,TELEPHONE_NUMBER,
20_189,4343,CD,TELEPHONE_NUMBER,
20_189,"April,03,2019,19:42",NNP,TIME,
20_189,Ref,NNP,INVOICE_NUMBER,
20_189,282014,CD,INVOICE_NUMBER,
20_189,User,NNP,USER,
20_189,sivaa,VBD,USER,
20_189,envelope:5,JJ,PRODUCT_NAME,
20_189,ST00405,NNP,BATCH_CODE,
20_189,:,:,EXTRA,
20_189,6,CD,QTY,
20_189,x,$,EXTRA,
20_189,5,CD,UNIT_PRICE,
20_189,=,JJ,EXTRA,
20_189,30,CD,AMOUNT,
20_189,pocket,NN,PRODUCT_NAME,
20_189,file,NN,PRODUCT_NAME,
20_189,20:atlas,JJ,PRODUCT_NAME,
20_189,ST00022,NNP,BATCH_CODE,
20_189,:,:,EXTRA,
20_189,1,CD,QTY,
20_189,180,CD,UNIT_PRICE,
20_189,=,JJ,EXTRA,
20_189,180,JJ,AMOUNT,
20_189,sapumal:raveena50:rose:incense stick,NN,PRODUCT_NAME,
20_189,TI00322,NNP,BATCH_CODE,
20_189,:,:,EXTRA,
20_189,1,CD,QTY,
20_189,x,$,EXTRA,
20_189,50,CD,UNIT_PRICE,
20_189,=,NNP,EXTRA,
20_189,50,CD,AMOUNT,
20_189,No,NNP,TOTAL_ITEMS,
20_189,of,IN,TOTAL_ITEMS,
20_189,item,NN,TOTAL_ITEMS,
20_189,:,:,TOTAL_ITEMS,
20_189,3,CD,TOTAL_ITEMS,
20_189,Total,NN,TOTAL,
20_189,:,:,TOTAL,
20_189,RS,JJ,TOTAL,
20_189,260,CD,TOTAL,
20_189,PAID,VBN,CASH,
20_189,By,IN,CASH,
20_189,CASH,NNP,CASH,
20_189,:,:,CASH,
20_189,RS,JJ,CASH,
20_189,300,CD,CASH,
20_189,Change,NN,BALANCE,
20_189,:,:,BALANCE,
20_189,RS,NNP,BALANCE,
20_189,40,CD,BALANCE,
20_189,BILL,NNP,DISCOUNT,
20_189,SAVING,NNP,DISCOUNT,
20_189,:20.00,NNP,DISCOUNT,
20_189,Thank,NNP,EXTRA,
20_189,You,PRP,EXTRA,
20_189,For,IN,EXTRA,
20_189,Shopping,VBG,EXTRA,
20_189,Notice,NNP,EXTRA,
20_189,Any,NNP,EXTRA,
20_189,Discrepancy,NNP,EXTRA,
20_189,",",",",EXTRA,
20_189,return,VBP,EXTRA,
20_189,the,DT,EXTRA,
20_189,ittem,NN,EXTRA,
20_189,(,(,EXTRA,
20_189,exchangeable*,NN,EXTRA,
20_189,),),EXTRA,
20_189,&,CC,EXTRA,
20_189,bill,NN,EXTRA,
20_189,within,IN,EXTRA,
20_189,7day,CD,EXTRA,
20_189,s,NNS,EXTRA,
20_189,Designed,VBN,EXTRA,
20_189,by,IN,EXTRA,
20_189,NVM,NNP,EXTRA,
20_189,SOLUTIONS,NNP,EXTRA,
20_189,776843023,CD,EXTRA,
20_189,",",",",EXTRA,
20_189,113159693,CD,EXTRA,
3_26,Mega,NNP,SHOP_NAME,
3_26,Mall,NNP,SHOP_NAME,
3_26,Super,NNP,SHOP_NAME,
3_26,Market,NNP,SHOP_NAME,
3_26,114,CD,SHOP_ADDRESS,
3_26,",",",",SHOP_ADDRESS,
3_26,Navalar,NNP,SHOP_ADDRESS,
3_26,Road,NNP,SHOP_ADDRESS,
3_26,",",",",SHOP_ADDRESS,
3_26,Jaffna,NNP,SHOP_ADDRESS,
3_26,TEL,NNP,TELEPHONE_NUMBER,
3_26,:021,VBD,TELEPHONE_NUMBER,
3_26,222,CD,TELEPHONE_NUMBER,
3_26,4343,CD,TELEPHONE_NUMBER,
3_26,"March,21,2019,15:03",NNP,TIME,
3_26,Ref,NNP,INVOICE_NUMBER,
3_26,278025,CD,INVOICE_NUMBER,
3_26,User,NNP,USER,
3_26,sivaa,JJ,USER,
3_26,maliban:ginger,JJ,PRODUCT_NAME,
3_26,buscuit:80g,JJ,PRODUCT_NAME,
3_26,BS00133,NNP,BATCH_CODE,
3_26,:,:,EXTRA,
3_26,1,CD,QTY,
3_26,x,$,EXTRA,
3_26,50,CD,UNIT_PRICE,
3_26,=,JJ,EXTRA,
3_26,50,CD,AMOUNT,
3_26,maliban:orange,JJ,PRODUCT_NAME,
3_26,cream,NN,PRODUCT_NAME,
3_26,biscuit:100g,NN,PRODUCT_NAME,
3_26,BS00108,NNP,BATCH_CODE,
3_26,:,:,EXTRA,
3_26,1,CD,QTY,
3_26,x,$,EXTRA,
3_26,50,CD,UNIT_PRICE,
3_26,=,NNP,EXTRA,
3_26,50,CD,AMOUNT,
3_26,No,NNP,TOTAL_ITEMS,
3_26,of,IN,TOTAL_ITEMS,
3_26,item,NN,TOTAL_ITEMS,
3_26,:,:,TOTAL_ITEMS,
3_26,2,CD,TOTAL_ITEMS,
3_26,Total,NN,TOTAL,
3_26,:,:,TOTAL,
3_26,RS,JJ,TOTAL,
3_26,100,CD,TOTAL,
3_26,PAID,VBN,CASH,
3_26,By,IN,CASH,
3_26,CASH,NNP,CASH,
3_26,:,:,CASH,
3_26,RS,JJ,CASH,
3_26,100,CD,CASH,
3_26,Change,NN,BALANCE,
3_26,:,:,BALANCE,
3_26,RS,JJ,BALANCE,
3_26,0,CD,BALANCE,
3_26,Thank,NNP,EXTRA,
3_26,You,PRP,EXTRA,
3_26,For,IN,EXTRA,
3_26,Shopping,VBG,EXTRA,
3_26,Notice,NNP,EXTRA,
3_26,Any,NNP,EXTRA,
3_26,Discrepancy,NNP,EXTRA,
3_26,",",",",EXTRA,
3_26,return,VBP,EXTRA,
3_26,the,DT,EXTRA,
3_26,ittem,NN,EXTRA,
3_26,(,(,EXTRA,
3_26,exchangeable*,NN,EXTRA,
3_26,),),EXTRA,
3_26,&,CC,EXTRA,
3_26,bill,NN,EXTRA,
3_26,within,IN,EXTRA,
3_26,7day,CD,EXTRA,
3_26,s,NNS,EXTRA,
3_26,Designed,VBN,EXTRA,
3_26,by,IN,EXTRA,
3_26,NVM,NNP,EXTRA,
3_26,SOLUTIONS,NNP,EXTRA,
3_26,776843023,CD,EXTRA,
3_26,",",",",EXTRA,
3_26,113159693,CD,EXTRA,
3_25,Mega,NNP,SHOP_NAME,
3_25,Mall,NNP,SHOP_NAME,
3_25,Super,NNP,SHOP_NAME,
3_25,Market,NNP,SHOP_NAME,
3_25,114,CD,SHOP_ADDRESS,
3_25,",",",",SHOP_ADDRESS,
3_25,Navalar,NNP,SHOP_ADDRESS,
3_25,Road,NNP,SHOP_ADDRESS,
3_25,",",",",SHOP_ADDRESS,
3_25,Jaffna,NNP,SHOP_ADDRESS,
3_25,TEL,NNP,TELEPHONE_NUMBER,
3_25,:021,VBD,TELEPHONE_NUMBER,
